Articulo,Descripcion,"Lista IMP.
U$S DÓLAR","Lista NAC.
$ PESOS",
1043/15004-022,ARO GILERA 110 13MM/52.4MM 1.00 YAMASIDA,2.07,0.00,
1043/15004-138,ARO GILERA 110 13MM/52.4MM 1.00 .,1.22,0.00,
1043/15004-575,ARO GILERA 110 13MM/52.4MM 1.00 YAMASIDA/KIM,0.00,12615.65,
1043/15005-022,ARO GILERA 110 13MM/52.4MM 1.25 YAMASIDA,2.07,0.00,
1043/15005-138,ARO GILERA 110 13MM/52.4MM 1.25 .,1.22,0.00,
1043/15005-575,ARO GILERA 110 13MM/52.4MM 1.25 YAMASIDA/KIM,0.00,12615.65,
1043/15006-022,ARO GILERA 110 13MM/52.4MM 1.50 YAMASIDA,2.07,0.00,
1043/15006-138,ARO GILERA 110 13MM/52.4MM 1.50 .,1.22,0.00,
1043/15006-575,ARO GILERA 110 13MM/52.4MM 1.50 YAMASIDA/KIM,0.00,12615.65,
1043/15007-022,ARO GILERA 110 13MM/52.4MM 1.75 YAMASIDA,2.07,0.00,
1043/15007-138,ARO GILERA 110 13MM/52.4MM 1.75 .,1.22,0.00,
1043/15007-575,ARO GILERA 110 13MM/52.4MM 1.75 YAMASIDA/KIM,0.00,12615.65,
1043/15008-022,ARO GILERA 110 13MM/52.4MM 2.00 YAMASIDA,2.07,0.00,
1043/15008-138,ARO GILERA 110 13MM/52.4MM 2.00 .,1.22,0.00,
1043/15008-575,ARO GILERA 110 13MM/52.4MM 2.00 YAMASIDA/KIM,0.00,12615.65,
1043/16000-022,ARO GILERA VC 200 STD NSU,3.59,0.00,
1043/16001-022,ARO GILERA VC 200 0.25 NSU,3.59,0.00,
1043/16002-022,ARO GILERA VC 200 0.50 NSU,3.59,0.00,
1043/16003-022,ARO GILERA VC 200 0.75 NSU,3.59,0.00,
1043/16004-022,ARO GILERA VC 200 1.00 NSU,3.59,0.00,
1043/17500-022,ARO HONDA C100 BIZ STD YAMASIDA,2.74,0.00,
1043/17500-575,ARO HONDA C100 BIZ STD YAMASIDA/KIM,0.00,12615.65,
1043/17501-022,ARO HONDA C100 BIZ 0.25 YAMASIDA,2.74,0.00,
1043/17501-575,ARO HONDA C100 BIZ 0.25 YAMASIDA/KIM,0.00,12615.65,
1043/17502-022,ARO HONDA C100 BIZ 0.50 YAMASIDA,2.74,0.00,
1043/17502-575,ARO HONDA C100 BIZ 0.50 YAMASIDA/KIM,0.00,12615.65,
1043/17503-022,ARO HONDA C100 BIZ 0.75 YAMASIDA,2.74,0.00,
1043/17503-575,ARO HONDA C100 BIZ 0.75 YAMASIDA/KIM,0.00,12615.65,
1043/17504-022,ARO HONDA C100 BIZ 1.00 YAMASIDA,2.74,0.00,
1043/17504-575,ARO HONDA C100 BIZ 1.00 YAMASIDA/KIM,0.00,12615.65,
1043/17505-022,ARO HONDA C100 BIZ 1.25 YAMASIDA,2.74,0.00,
1043/17505-575,ARO HONDA C100 BIZ 1.25 YAMASIDA/KIM,0.00,12615.65,
1043/17506-022,ARO HONDA C100 BIZ 1.50 YAMASIDA,2.74,0.00,
1043/17506-575,ARO HONDA C100 BIZ 1.50 YAMASIDA/KIM,0.00,12615.65,
1043/17507-022,ARO HONDA C100 BIZ 1.75 YAMASIDA,2.74,0.00,
1043/17508-022,ARO HONDA C100 BIZ 2.00 YAMASIDA,2.74,0.00,
1043/17508-575,ARO HONDA C100 BIZ 2.00 YAMASIDA/KIM,0.00,12615.65,
1043/17520-022,ARO HONDA BIZ 125 STD NSU,3.17,0.00,
1043/17521-022,ARO HONDA BIZ 125 0.25 NSU,3.17,0.00,
1043/17522-022,ARO HONDA BIZ 125 0.50 NSU,3.17,0.00,
1043/17523-022,ARO HONDA BIZ 125 0.75 NSU,3.17,0.00,
1043/17524-022,ARO HONDA BIZ 125 1.00 NSU,3.17,0.00,
1043/17570-022,ARO HONDA CB190 STD NSU,3.47,0.00,
1043/17571-022,ARO HONDA CB190 0.25 NSU,3.47,0.00,
1043/17572-022,ARO HONDA CB190 0.50 NSU,3.47,0.00,
1043/17573-022,ARO HONDA CB190 0.75 NSU,3.47,0.00,
1043/17574-022,ARO HONDA CB190 1.00 NSU,3.47,0.00,
1043/17600-022,ARO HONDA CBX 200 STD YAMASIDA,2.44,0.00,
1043/17601-022,ARO HONDA CBX 200 0.25 YAMASIDA,2.44,0.00,
1043/17602-022,ARO HONDA CBX 200 0.50 YAMASIDA,2.44,0.00,
1043/17603-022,ARO HONDA CBX 200 0.75 YAMASIDA,2.44,0.00,
1043/17604-022,ARO HONDA CBX 200 1.00 YAMASIDA,2.44,0.00,
1043/17605-022,ARO HONDA CBX 200 1.25 NSU,2.44,0.00,
1043/17606-022,ARO HONDA CBX 200 1.50 NSU,2.44,0.00,
1043/17607-022,ARO HONDA CBX 200 1.75 NSU,2.44,0.00,
1043/17608-022,ARO HONDA CBX 200 2.00 NSU,2.44,0.00,
1043/18100-022,ARO HONDA DAX 70 M/NUEVO STD NSU,2.73,0.00,
1043/18101-022,ARO HONDA DAX 70 M/NUEVO 0.25 NSU,2.73,0.00,
1043/18102-022,ARO HONDA DAX 70 M/NUEVO 0.50 NSU,2.73,0.00,
1043/18103-022,ARO HONDA DAX 70 M/NUEVO 0.75 NSU,2.73,0.00,
1043/18104-022,ARO HONDA DAX 70 M/NUEVO 1.00 NSU,2.73,0.00,
1043/19000-022,ARO HONDA TITAN 2002 STD YAMASIDA,2.80,0.00,
1043/19001-022,ARO HONDA TITAN 2002 0.25 YAMASIDA,2.80,0.00,
1043/19002-022,ARO HONDA TITAN 2002 0.50 YAMASIDA,2.80,0.00,
1043/19003-022,ARO HONDA TITAN 2002 0.75 YAMASIDA,2.80,0.00,
1043/19004-022,ARO HONDA TITAN 2002 1.00 YAMASIDA,2.80,0.00,
1043/19005-022,ARO HONDA TITAN 2002 1.25 YAMASIDA,2.80,0.00,
1043/19023-022,ARO HONDA NX 150 0.75 YAMASIDA,2.51,0.00,
1043/19024-022,ARO HONDA NX 150 1.00 YAMASIDA,2.95,0.00,
1043/19050-022,ARO HONDA STORM STD YAMASIDA,2.62,0.00,
1043/19051-022,ARO HONDA STORM 0.25 YAMASIDA,2.62,0.00,
1043/19052-022,ARO HONDA STORM 0.50 YAMASIDA,2.62,0.00,
1043/19053-022,ARO HONDA STORM 0.75 YAMASIDA,2.62,0.00,
1043/19054-022,ARO HONDA STORM 1.00 YAMASIDA,2.62,0.00,
1043/19055-022,ARO HONDA STORM 1.25 YAMASIDA,2.62,0.00,
1043/19200-022,ARO HONDA TITAN 150 STD YAMASIDA,2.83,0.00,
1043/19201-022,ARO HONDA TITAN 150 0.25 YAMASIDA,2.83,0.00,
1043/19202-022,ARO HONDA TITAN 150 0.50 YAMASIDA,2.83,0.00,
1043/19203-022,ARO HONDA TITAN 150 0.75 YAMASIDA,2.83,0.00,
1043/19204-022,ARO HONDA TITAN 150 1.00 YAMASIDA,2.83,0.00,
1043/19205-022,ARO HONDA TITAN 150 1.25 NSU,2.83,0.00,
1043/19206-022,ARO HONDA TITAN 150 1.50 NSU,2.83,0.00,
1043/19207-022,ARO HONDA TITAN 150 1.75 NSU,2.83,0.00,
1043/19208-022,ARO HONDA TITAN 150 2.00 NSU,2.83,0.00,
1043/19500-022,ARO HONDA WAVE 03 52.4MM STD YAMASIDA,3.64,0.00,
1043/19503-022,ARO HONDA WAVE 03 52.4MM 0.75 YAMASIDA,1.71,0.00,
1043/19505-022,ARO HONDA WAVE 03 52.4MM 1.25 YAMASIDA,2.00,0.00,
1043/19506-022,ARO HONDA WAVE 03 52.4MM 1.50 YAMASIDA,2.00,0.00,
1043/19507-022,ARO HONDA WAVE 03 52.4MM 1.75 YAMASIDA,1.71,0.00,
1043/19508-022,ARO HONDA WAVE 03 52.4MM 2.00 YAMASIDA,1.71,0.00,
1043/19550-022,ARO HONDA WAVE 110S 50.00 MM STD NSU,3.64,0.00,
1043/19551-022,ARO HONDA WAVE 110S 50.00 MM 0.25 NSU,3.64,0.00,
1043/19552-022,ARO HONDA WAVE 110S 50.00 MM 0.50 NSU,3.64,0.00,
1043/19553-022,ARO HONDA WAVE 110S 50.00 MM 0.75 NSU,3.64,0.00,
1043/19554-022,ARO HONDA WAVE 110S 50.00 MM 1.00 NSU,3.64,0.00,
1043/19555-022,ARO HONDA WAVE 110S 50.00 MM 1.25 NSU,3.64,0.00,
1043/19556-022,ARO HONDA WAVE 110S 50.00 MM 1.50 NSU,3.64,0.00,
1043/19600-022,ARO HONDA XR 125L STD NSU,2.72,0.00,
1043/19601-022,ARO HONDA XR 125L 0.25 NSU,2.72,0.00,
1043/19602-022,ARO HONDA XR 125L 0.50 NSU,2.72,0.00,
1043/19603-022,ARO HONDA XR 125L 0.75 NSU,2.72,0.00,
1043/19604-022,ARO HONDA XR 125L 1.00 NSU,2.72,0.00,
1043/19620-022,ARO HONDA XR 200R JAPONESA STD NSU,3.96,0.00,
1043/19621-022,ARO HONDA XR 200R JAPONESA 0.25 NSU,3.96,0.00,
1043/19622-022,ARO HONDA XR 200R JAPONESA 0.50 NSU,3.96,0.00,
1043/19623-022,ARO HONDA XR 200R JAPONESA 0.75 NSU,3.96,0.00,
1043/19624-022,ARO HONDA XR 200R JAPONESA 1.00 NSU,3.96,0.00,
1043/19800-022,ARO HONDA CG125(TITAN 2000) STD YAMASIDA,3.42,0.00,
1043/19801-022,ARO HONDA CG125(TITAN 2000) 0.25 YAMASIDA,3.42,0.00,
1043/19802-022,ARO HONDA CG125(TITAN 2000) 0.50 YAMASIDA,3.42,0.00,
1043/19803-022,ARO HONDA CG125(TITAN 2000) 0.75 YAMASIDA,3.41,0.00,
1043/19804-022,ARO HONDA CG125(TITAN 2000) 1.00 YAMASIDA,3.41,0.00,
1043/19805-022,ARO HONDA CG125(TITAN 2000) 1.25 NSU,3.41,0.00,
1043/19806-022,ARO HONDA CG125(TITAN 2000) 1.50 NSU,3.41,0.00,
1043/19850-022,ARO HONDA XR 250 TORNADO STD NSU,4.84,0.00,
1043/19851-022,ARO HONDA XR 250 TORNADO 0.25 NSU,4.84,0.00,
1043/19852-022,ARO HONDA XR 250 TORNADO 0.50 NSU,4.84,0.00,
1043/19853-022,ARO HONDA XR 250 TORNADO 0.75 NSU,4.84,0.00,
1043/19854-022,ARO HONDA XR 250 TORNADO 1.00 NSU,4.84,0.00,
1043/19901-022,ARO KAWASAKI KASER 0.25 YAMASIDA,1.67,0.00,
1043/20300-022,ARO MOTOMEL DAKAR 200 STD NSU,3.59,0.00,
1043/20301-022,ARO MOTOMEL DAKAR 200 0.25 NSU,3.59,0.00,
1043/20302-022,ARO MOTOMEL DAKAR 200 0.50 NSU,3.59,0.00,
1043/20303-022,ARO MOTOMEL DAKAR 200 0.75 NSU,3.59,0.00,
1043/20304-022,ARO MOTOMEL DAKAR 200 1.00 NSU,3.58,0.00,
1043/20800-022,ARO MOTOMEL MOTARD 200 STD NSU,3.69,0.00,
1043/20801-022,ARO MOTOMEL MOTARD 200 0.25 NSU,3.69,0.00,
1043/20802-022,ARO MOTOMEL MOTARD 200 0.50 NSU,3.69,0.00,
1043/20803-022,ARO MOTOMEL MOTARD 200 0.75 NSU,3.69,0.00,
1043/20804-022,ARO MOTOMEL MOTARD 200 1.00 NSU,3.69,0.00,
1043/20820-022,ARO MOTOMEL SR 200R STD NSU,3.31,0.00,
1043/20822-022,ARO MOTOMEL SR 200R 0.50 NSU,3.31,0.00,
1043/20823-022,ARO MOTOMEL SR 200R 0.75 NSU,3.31,0.00,
1043/20824-022,ARO MOTOMEL SR 200R 1.00 NSU,3.31,0.00,
1043/20830-022,ARO SCOOTER 150 CC STD NSU,2.35,0.00,
1043/20831-022,ARO SCOOTER 150 CC 0.25 NSU,2.35,0.00,
1043/20832-022,ARO SCOOTER 150 CC 0.50 NSU,2.35,0.00,
1043/20833-022,ARO SCOOTER 150 CC 0.75 NSU,2.35,0.00,
1043/20834-022,ARO SCOOTER 150 CC 1.00 NSU,2.35,0.00,
1043/20850-022,ARO SUZUKI EN125 STD NSU,3.85,0.00,
1043/20851-022,ARO SUZUKI EN125 0.25 NSU,3.85,0.00,
1043/20852-022,ARO SUZUKI EN125 0.50 NSU,3.00,0.00,
1043/20853-022,ARO SUZUKI EN125 0.75 NSU,3.00,0.00,
1043/20854-022,ARO SUZUKI EN125 1.00 NSU,3.00,0.00,
1043/21000-022,ARO YAMAHA CRYPTON STD YAMASIDA,2.40,0.00,
1043/21001-022,ARO YAMAHA CRYPTON 0.25 YAMASIDA,2.39,0.00,
1043/21002-022,ARO YAMAHA CRYPTON 0.50 YAMASIDA,2.39,0.00,
1043/21003-022,ARO YAMAHA CRYPTON 0.75 YAMASIDA,2.39,0.00,
1043/21004-022,ARO YAMAHA CRYPTON 1.00 YAMASIDA,2.40,0.00,
1043/21005-022,ARO YAMAHA CRYPTON 1.25 YAMASIDA,2.39,0.00,
1043/21006-022,ARO YAMAHA CRYPTON 1.50 YAMASIDA,2.39,0.00,
1043/21007-022,ARO YAMAHA CRYPTON 1.75 YAMASIDA,2.39,0.00,
1043/21008-022,ARO YAMAHA CRYPTON 2.00 YAMASIDA,2.39,0.00,
1043/21100-022,ARO YAMAHA NEW CRYPTON STD NSU,2.40,0.00,
1043/21101-022,ARO YAMAHA NEW CRYPTON 0.25 NSU,2.40,0.00,
1043/21102-022,ARO YAMAHA NEW CRYPTON 0.50 NSU,2.40,0.00,
1043/21103-022,ARO YAMAHA NEW CRYPTON 0.75 NSU,2.39,0.00,
1043/21104-022,ARO YAMAHA NEW CRYPTON 1.00 NSU,2.39,0.00,
1043/21300-022,ARO YAMAHA FZ16 STD NSU,3.36,0.00,
1043/21301-022,ARO YAMAHA FZ16 0.25 NSU,3.36,0.00,
1043/21302-022,ARO YAMAHA FZ16 0.50 NSU,3.36,0.00,
1043/21303-022,ARO YAMAHA FZ16 0.75 NSU,3.36,0.00,
1043/21304-022,ARO YAMAHA FZ16 1.00 NSU,3.36,0.00,
1043/21305-022,ARO YAMAHA FZ16 1.25 NSU,3.35,0.00,
1043/21306-022,ARO YAMAHA FZ16 1.50 NSU,3.35,0.00,
1043/22003-022,ARO YAMAHA V80 0.75 YAMASIDA,1.20,0.00,
1043/22030-022,ARO YAMAHA YBR125 STD DIAM.54 YAMASIDA,3.21,0.00,
1043/22030-575,ARO YAMAHA YBR125 STD DIAM.54 YAMASIDA/KIM,0.00,12615.65,
1043/22031-022,ARO YAMAHA YBR125 0.25 YAMASIDA,3.21,0.00,
1043/22031-575,ARO YAMAHA YBR125 0.25 YAMASIDA/KIM,0.00,12615.65,
1043/22032-022,ARO YAMAHA YBR125 0.50 YAMASIDA,3.21,0.00,
1043/22032-575,ARO YAMAHA YBR125 0.50 YAMASIDA/KIM,0.00,10173.60,
1043/22033-022,ARO YAMAHA YBR125 0.75 YAMASIDA,3.21,0.00,
1043/22033-575,ARO YAMAHA YBR125 0.75 YAMASIDA/KIM,0.00,12615.65,
1043/22034-022,ARO YAMAHA YBR125 1.00 YAMASIDA,3.21,0.00,
1043/22034-575,ARO YAMAHA YBR125 1.00 YAMASIDA/KIM,0.00,12615.65,
1043/22035-022,ARO YAMAHA YBR125 1.25 YAMASIDA,3.21,0.00,
1043/22036-022,ARO YAMAHA YBR125 1.50 YAMASIDA NSU,3.21,0.00,
1043/22037-022,ARO YAMAHA YBR125 1.75 YAMASIDA NSU,3.21,0.00,
1043/22038-022,ARO YAMAHA YBR125 2.00 YAMASIDA NSU,3.21,0.00,
1043/22050-022,ARO GILERA SMASH 125 STD NSU,2.80,0.00,
1043/22051-022,ARO GILERA SMASH 125 0.25 NSU,2.80,0.00,
1043/22052-022,ARO GILERA SMASH 125 0.50 NSU,2.80,0.00,
1043/22053-022,ARO GILERA SMASH 125 0.75 NSU,2.80,0.00,
1043/22054-022,ARO GILERA SMASH 125 1.00 NSU,2.80,0.00,
1043/23000-022,ARO ZANELLA RX 150 STD diam.62 NSU,2.83,0.00,
1043/23000-138,ARO ZANELLA RX 150 STD diam.62 .,1.01,0.00,
1043/23000-575,ARO ZANELLA RX 150 STD diam.62 YAMASIDA/KIM,0.00,12615.65,
1043/23001-022,ARO ZANELLA RX 150 0.25 diam.62 NSU,2.83,0.00,
1043/23001-575,ARO ZANELLA RX 150 0.25 diam.62 YAMASIDA/KIM,0.00,12615.65,
1043/23002-022,ARO ZANELLA RX 150 0.50 diam.62 NSU,2.83,0.00,
1043/23002-575,ARO ZANELLA RX 150 0.50 diam.62 YAMASIDA/KIM,0.00,12615.65,
1043/23003-022,ARO ZANELLA RX 150 0.75 diam.62 NSU,2.83,0.00,
1043/23003-138,ARO ZANELLA RX 150 0.75 diam.62 .,1.01,0.00,
1043/23003-575,ARO ZANELLA RX 150 0.75 diam.62 YAMASIDA/KIM,0.00,12615.65,
1043/23004-022,ARO ZANELLA RX 150 1.00 diam.62 NSU,2.83,0.00,
1043/23004-138,ARO ZANELLA RX 150 1.00 diam.62 .,1.01,0.00,
1043/23004-575,ARO ZANELLA RX 150 1.00 diam.62 YAMASIDA/KIM,0.00,12615.65,
1043/23005-022,ARO ZANELLA RX 150 1.25 diam.62 NSU,2.83,0.00,
1043/23005-138,ARO ZANELLA RX 150 1.25 diam.62 .,1.01,0.00,
1043/23006-022,ARO ZANELLA RX 150 1.50 diam.62 NSU,2.83,0.00,
1043/23006-138,ARO ZANELLA RX 150 1.50 diam.62 .,1.01,0.00,
1043/23007-022,ARO ZANELLA RX 150 1.75 diam.62 NSU,2.83,0.00,
1043/23007-138,ARO ZANELLA RX 150 1.75 diam.62 .,1.01,0.00,
1043/23008-022,ARO ZANELLA RX 150 2.00 diam.62 NSU,2.83,0.00,
1043/23008-138,ARO ZANELLA RX 150 2.00 diam.62 .,1.01,0.00,
1046,AROS JUEGO 4T JAPON,,,
1046/16000-071,ARO SUZUKI FD/FX/SJ 110CC. STD 523F000 JPN/TP,11.15,0.00,
1046/16001-071,ARO SUZUKI FD/FX/SJ 110CC. 0.25 523F000 JPN/TP,11.15,0.00,
1046/16002-071,ARO HONDA BIZ 125/ZANELLA SEXY 125 0.50 523F000 JPN/TP,11.15,0.00,
1046/16003-071,ARO HONDA BIZ 125/ZANELLA SEXY 125 0.75 523F000 JPN/TP,11.15,0.00,
1046/16004-071,ARO HONDA BIZ 125/ZANELLA SEXY 125 1.00 523F000 JPN/TP,11.15,0.00,
1046/17201-071,ARO HONDA C90 0.25 H126751 JPN/TP,9.96,0.00,
1046/17203-071,ARO HONDA C90 0.75 H126751 JPN/TP,9.96,0.00,
1046/17204-071,ARO HONDA C90 1.00 H126751 JPN/TP,9.96,0.00,
1046/17301-071,ARO HONDA C90 M/VIEJO 0.25 H098771 JPN/TP,6.94,0.00,
1046/17302-071,ARO HONDA C90 M/VIEJO 0.50 H098771 JPN/TP,6.94,0.00,
1046/17303-071,ARO HONDA C90 M/VIEJO 0.75 H098771 JPN/TP,6.94,0.00,
1046/17304-071,ARO HONDA C90 M/VIEJO 1.00 H098771 JPN/TP,6.94,0.00,
1046/19003-071,ARO HONDA CG125 TITAN 2000/2002 0.75 HKGAB00 JPN/TP,9.20,0.00,
1046/19004-071,ARO HONDA CG125 TITAN 2000/2002 1.00 HKGAB00 JPN/TP,9.20,0.00,
1046/19013-071,ARO HONDA CG125 TODAY 0.75 HKY0305 JPN/TP,9.27,0.00,
1046/19603-071,ARO HONDA XR100 0.75 H418005 JPN/TP,8.29,0.00,
1046/19811-071,ARO KAWASAKI NEO MAX 0.25 H53 JPN/TP,10.99,0.00,
1046/22040-071,ARO SUZUKI DR125 STD S014100 JPN/TP,9.71,0.00,
1046/22041-071,ARO SUZUKI DR125 0.25 S014100 JPN/TP,9.71,0.00,
1046/22042-071,ARO SUZUKI DR125 0.50 S014100 JPN/TP,9.71,0.00,
1046/22043-071,ARO SUZUKI DR125 0.75 S014100 JPN/TP,9.71,0.00,
1046/22044-071,ARO SUZUKI DR125 1.00 S014100 JPN/TP,9.41,0.00,
1046/22053-071,ARO HONDA WAVE 52.40MM 0.75 HK55305 JPN/TP,9.66,0.00,
1046/22101-071,ARO HONDA CG125 STORM 0.25 H383621 IZUMI/IKT,8.86,0.00,
1046/22102-071,ARO HONDA CG125 STORM 0.50 H383621 IZUMI/IKT,8.86,0.00,
1046/22103-071,ARO HONDA CG125 STORM 0.75 H383621 IZUMI/IKT,8.86,0.00,
1046/22104-071,ARO HONDA CG125 STORM 1.00 H383621 IZUMI/IKT,8.86,0.00,
1046/23003-071,ARO ZANELLA RX 150 0.75 IZUMI/IKT,9.48,0.00,
1049,ARRANQUES / COMPLETOS,,,
1049/00003-022,MOTOR ARRANQUE BAJAJ 220 NSU,26.23,0.00,
1049/00005-022,MOTOR ARRANQUE HONDA CG 125/ZANELLA RX150 NSU,23.00,0.00,
1049/00010-022,MOTOR ARRANQUE ZANELLA ZB110/GILERA SMASH NSU,21.74,0.00,
1049/00020-022,MOTOR ARRANQUE YAMAHA FZ 16 NSU,17.90,0.00,
1049/00020-623,MOTOR ARRANQUE YAMAHA FZ 16 DZE,0.00,163768.90,
1049/00022-022,MOTOR ARRANQUE YAMAHA FZ 16 2010/2014 NSU,22.54,0.00,
1049/00030-077,MOTOR ARRANQUE MOTOMEL MOTARD 200 NSU,25.69,0.00,
1049/00040-022,MOTOR ARRANQUE YAMAHA NEW CRYPTON NSU,18.09,0.00,
1049/00040-623,MOTOR ARRANQUE YAMAHA NEW CRYPTON DZE,0.00,67334.86,
1049/00050-022,MOTOR ARRANQUE YAMAHA YBR 125 2012 NSU,24.73,0.00,
1049/00100-022,MOTOR ARRANQUE 200CC 11 DIENTES NSU,25.69,0.00,
1049/00277-022,MOTOR ARRANQUE HONDA WAVE 110 S NSU,19.85,0.00,
1049/10263-623,MOTOR ARRANQUE HONDA BIZ-GILERA SMASH DZE,0.00,62507.68,
1049/10264-022,MOTOR ARRANQUE GILERA SUPER/MOTOMEL VX150/VCL125 NSU,23.99,0.00,
1049/10264-623,MOTOR ARRANQUE GILERA SUPER/MOTOMEL VX150/VCL125 DZE,0.00,67696.74,
1049/10265-623,MOTOR ARRANQUE MOTOMEL CUSTOM/XR 200/CG125/TITAN DZE,0.00,59035.33,
1049/10266-623,MOTOR ARRANQUE HONDA ELITE/CUATRICICLO 150 DZE,0.00,117151.65,
1049/10267-623,MOTOR ARRANQUE MONDIAL 250/HONDA CB 250 DZE,0.00,156512.00,
1049/10271-623,MOTOR ARRANQUE HONDA CG TITAN 125/CBX 200 STRADA DZE,0.00,117586.41,
1049/10272-623,MOTOR ARRANQUE HONDA XR250 TORNADO/TWISTER DZE,0.00,107856.32,
1049/10273-022,MOTOR ARRANQUE HONDA CG TITAN 150 NSU,24.12,0.00,
1049/10273-623,MOTOR ARRANQUE HONDA CG TITAN 150 DZE,0.00,72191.45,
1049/10274-022,MOTOR ARRANQUE YAMAHA CRYPTON NSU,17.28,0.00,
1049/10274-623,MOTOR ARRANQUE YAMAHA CRYPTON DZE,0.00,112412.21,
1049/10279-022,MOTOR ARRANQUE SUZUKI EN/GS 125 NSU,29.55,0.00,
1049/10280-623,MOTOR ARRANQUE HONDA BIZ 125 DZE,0.00,71022.54,
1049/10282-623,MOTOR ARRANQUE YAMAHA YFM RAPTOR 50/80 DZE,0.00,77433.34,
1049/10283-623,MOTOR ARRANQUE YAMAHA YBR 125/XTZ 125 DZE,0.00,71022.54,
1049/10285-623,MOTOR ARRANQUE MOTOMEL CG150/ZANELLA RX150 DZE,0.00,78856.07,
1049/10286-623,MOTOR ARRANQUE SUZUKI GN 250/GZ DZE,0.00,128361.76,
1049/10287-623,MOTOR ARRANQUE HONDA VTR 250 INTERCEPTOR DZE,0.00,117945.67,
1049/10361-623,MOTOR ARRANQUE BAJAJ ROUSER 135CC DZE,0.00,74254.63,
1049/10362-623,MOTOR ARRANQUE BAJAJ ROUSER 220CC DZE,0.00,91559.23,
1049/10363-022,MOTOR ARRANQUE BAJAJ ROUSER NS200CC NSU,36.83,0.00,
1049/10363-623,MOTOR ARRANQUE BAJAJ ROUSER NS200CC DZE,0.00,86568.56,
1049/10364-022,MOTOR ARRANQUE HONDA CB 190 R NSU,25.21,0.00,
1049/10365-022,MOTOR ARRANQUE HONDA XR150L NSU,27.73,0.00,
1049/10366-022,MOTOR ARRANQUE HONDA BIZ 125 2012-2018 NSU,24.81,0.00,
1051,ARRANQUES BENDIX,,,
1051/00002-038,BENDIX ARRANQUE BAJAJ ROUSER NS 220 NSU,8.94,0.00,
1051/00003-038,DESPIECE ARRANQUE BAJAJ ROUSER NS 220 NSU,1.51,0.00,
1051/00012-038,BENDIX ARRANQUE GILERA SMASH NSU,3.91,0.00,
1051/00020-038,BENDIX ARRANQUE GILERA SMASH DESPIECE NSU,0.65,0.00,
1051/00031-038,BENDIX ARRANQUE HONDA CG125 C/ENGRANAJE 57DIENTES NSU,14.84,0.00,
1051/00032-038,BENDIX ARRANQUE HONDA CG125 NSU,6.37,0.00,
1051/00033-038,BENDIX ARRANQUE HONDA CBX 200 NSU,13.38,0.00,
1051/00034-038,BENDIX ARRANQUE COMPLETO HONDA GLH 150 GAUCHA Z58 NSU,38.84,0.00,
1051/00037-022,BENDIX ARRANQUE COMPLETO HONDA WAVE 41DIENTES NSU,9.48,0.00,
1051/00037-038,BENDIX ARRANQUE COMPLETO HONDA WAVE 41DIENTES NSU,11.90,0.00,
1051/00038-022,BENDIX ARRANQUE HONDA TITAN 150 NSU,8.00,0.00,
1051/00038-038,BENDIX ARRANQUE HONDA TITAN 150 NSU,9.88,0.00,
1051/00045-038,BENDIX ARRANQUE MOTOMEL DAKAR 200 NSU,7.84,0.00,
1051/00046-038,BENDIX ARR.MOTOMEL DAKAR 200 C/ENGRANAJE 57DIENTES NSU,16.89,0.00,
1051/00050-038,BENDIX ARRANQUE HONDA WAVE NSU,6.37,0.00,
1051/00052-038,BENDIX ARRANQUE HONDA WAVE 110S NSU,8.83,0.00,
1051/00053-038,BENDIX ARR.ELECTRICO HONDA WAVE 110S C/ENGR Z55 NSU,14.83,0.00,
1051/00054-038,BENDIX ARR. HONDA GLH 150/CBX 250 TORNADO NSU,11.30,0.00,
1051/00100-038,BENDIX CORONA ARRANQUE ZANELLA RX150 C/ENGR.57D NSU,8.49,0.00,
1051/00105-038,BENDIX ARRANQUE MOTOMEL CUSTOM/CERRO/ZANELLA150 NSU,4.87,0.00,
1051/00107-038,BENDIX DESPIECE ARRANQUE ZANELLA RX150 NSU,0.74,0.00,
1051/00108-038,BENDIX ARRANQUE YAMAHA YBR 125 NSU,12.74,0.00,
1051/00109-038,BENDIX ARRANQUE DESPIECE YAMAHA YBR125 NSU,1.51,0.00,
1051/00121-038,BENDIX ARR.MOTOMEL VX150 GILERA SUPER125 NSU,10.12,0.00,
1055,ARRANQUES CHANCHITO,,,
1055/00005-022,ARRANQUE CHANCHITA BAJAJ ROUSER NS 200 NSU,8.34,0.00,
1055/00008-022,ARRANQUE CHANCHITA BENELLI TNT150/300 NSU,6.23,0.00,
1055/00010-038,ARRANQUE CHANCHITA HONDA CB 125T SIN FUSIBLE NSU,3.70,0.00,
1055/00015-038,ARRANQUE CHANCHITA HONDA TITAN 150 NEW NSU,4.52,0.00,
1055/00020-038,ARRANQUE CHANCHITA HONDA CH 125 CON FUSIBLE NSU,3.27,0.00,
1055/00116-038,ARRANQUE CHANCHITA YAMAHA YBR125/250 C/FUSIBLE NSU,5.86,0.00,
1058,ARRANQUES PORTAESCOBILLAS,,,
1058/00100-022,PORTAESCOBILLA BAJAJ PULSAR 150/180 NSU,1.95,0.00,3
1058/00110-022,PORTAESCOBILLA CUSTOM 200 4 CARBONES NSU,2.95,0.00,10
1058/00150-022,PORTAESCOBILLA SUZUKI GN125 NSU,2.46,0.00,3
